,smiles,logP
774,CC[C@@H](CNC)F,1.1
775,C1=C[C-](C=C1)Br,2.2
776,CNCNCCO,-1.2
777,COOCC(F)F,1.0
778,CC[CH]CCN,1.5
779,C[C@H](C(F)F)O,0.8
780,CCC[C@@H](C)CN,1.5
781,[CH]OCCCl,0.7
782,CC(CF)CF,1.7
783,C#[N+]Br,1.1
784,CSC(F)F,1.8
785,CCN(C)CSC,1.4
786,CCP(CC)CN,-0.2
787,C1[C@H](S1)CI,1.8
788,C1NPCS1,0.3
789,CCSPCCN,-0.2
790,CCCOC(C)F,1.8
791,C(=CI)Br,2.1
792,[2H]C([2H])(C)CCCCl,2.6
793,[3H]P[PH+]=C,0.4
794,C[C@H]([C@@H](C)O)N,-0.5
795,CC[C@H](C)Br,2.3
796,CS[CH]SC,1.6
797,[2H]C([2H])(C([2H])([2H])SC([2H])([2H])C([2H])([2H])O)O,-0.6
798,C1CCSSCC1,1.8
799,CC(O)OCCl,0.6
800,CC(C)OPP,0.6
801,CCC(CCS)S,2.1
802,CCCPCCP,0.5
803,CC(CBr)OO,0.8
804,CC(ON)Cl,0.5
805,CCOPPC,0.2
806,C(COO)C=O,-1.0
807,CC[S+](C)C,1.3
808,CC1CCC1C,2.7
809,[CH]CCNCCN,-0.3
810,C(CBr)PO,0.2
811,C(CI)C(O)I,1.8
812,C(C[C]=O)CCl,0.6
813,[C](=O)C(Cl)Cl,1.1
814,CN(C)PN(C)C,0.4
815,C1OOOOO1,0.1
816,C[C@H](C[C@H](C)S)S,2.0
817,C(COO)CO[O],-0.7
818,CCNN(CC)N,0.0
819,CCC(C)C[NH],1.0
820,CCCN(N)N,-0.3
821,C(CC(Cl)Cl)CF,2.6
822,[2H]C([2H])([2H])CCCBr,2.8
823,C(C(O)P)S,-0.3
824,CCSCCN,0.3
825,CCCC[N]CCCC,2.8
826,CSCCC(O)O,0.0
827,COCOOO,-0.4
828,C(C(N)I)S,0.4
829,CC(C)C[CH-]OC,1.8
830,CC(C)CC[NH3+],1.0
831,CI(C)I=C,3.6
832,C[C@@H](N)OCO,-0.9
833,CC(CO)CBr,1.1
834,C=NCCCN,0.8
835,CC[I-]P(C)I,2.6
836,CCCCCCOC,2.4
837,CCOOF,1.0
838,C[C@@H]([C@@H](C)Br)N,0.9
839,C(C(S)S)C(S)S,2.1
840,C(C(O)F)Cl,0.6
841,CCC(C)NPC,1.0
842,CCC[C@@H](C)CCl,3.0
843,C1COS[CH]1,0.6
844,CCOCC[OH2+],-0.3
845,CN(C=O)S,0.2
846,C=CSCCN,0.4
847,C(CCF)CF,1.6
848,CCOCC(N)N,-1.3
849,CCOC(C)Cl,1.6
850,CCOC(C)P,0.7
851,C(S)[I-]N,0.5
852,CC(CN)NO,-1.2
853,C[C@@H](CCCBr)Br,2.9
854,COCCNCO,-0.9
855,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])Br,1.8
856,CCCN(C)[CH],1.2
857,COCC([CH])COC,0.7
858,CCSC(C)O,1.1
859,C[C@@H](CF)CCl,2.0
860,C[C@H](N(C)C)S,1.1
861,C(C(S)S)I,2.1
862,CCCCCCCP,3.3
863,CCCCCNCBr,2.4
864,COCCCCO,0.1
865,CCSSSCC,2.1
866,C(CSCCN)N,-1.0
867,COS(=O)[O-],-0.7
868,CCC=NS,1.0
869,C(C(F)(F)F)P,1.0
870,CCCCC=[14CH2],3.4
871,[3H]C1=CC=CC=C1,2.1
872,C(C(CP)P)O,-1.0
873,COP=NP,0.4
874,[2H]C(C)Br,1.4
875,C(CP)C(O)O,-0.9
876,CCCI,2.6
877,C([14CH2]O)Br,0.2
878,CCSSC(Cl)Cl,2.7
879,CC(C(F)F)O,0.8
880,C(Br)Br,1.8
881,CC(C[SH2+])P,0.6
882,C(C(O)Cl)(O)Cl,0.4
883,CC(F)SS,1.8
884,C([NH2+]CF)F,0.7
885,CC(COP)F,0.7
886,CCCN(C)OC,1.2
887,CCCCO[O-],0.8
888,CC(N(Cl)Cl)Cl,2.0
889,CCC[C@@H](N)S,1.0
890,CCCP(Cl)Cl,2.4
891,CCCCN(O)O,0.5
892,CCOC=S,1.1
893,C[C@@H](C(O)O)N,-1.5
894,[3H]CCCN(C)C,1.2
895,C1P2P1C2,-0.4
896,CCOPCl,1.1
897,CC(NO)OC,-0.3
898,C[I-]C#[11CH],1.8
899,C(N)(N)(N)I,-1.8
900,C(C(F)F)F,1.4
901,CCSSNPP,0.8
902,[C-](Cl)(Cl)Cl,2.3
903,CCP(OC)Cl,1.1
904,CCOCOCN,-0.4
905,CON=CCl,1.4
906,CCNCN=O,-0.4
907,CC1C([Cl+]1)C,1.5
908,CCN(CC)PF,1.4
909,CCOC(C)C[NH3+],-0.1
910,C(C[18F])CI,2.0
911,[2H]C(C(F)(F)F)[O-],1.8
912,C1=C[15N](C=C1)[15NH2],1.0
913,C1S[CH]S1,1.5
914,CCN(CC)PCl,1.7
915,C1CNSSC1,0.8
916,CNOCN=O,-0.7
917,CC(COC)CF,1.2
918,[2H]C[CH-]SSC=O,1.1
919,C[NH+](C)CCO,-0.4
920,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])NC([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],2.8
921,CCSCCNC,0.8
922,CC(F)SCl,2.1
923,C(C(F)F)[NH3+],0.1
924,C(C(CBr)Cl)Cl,2.2
925,C(O)OOCCl,0.2
926,CCOOC(C)C,1.3
927,CC(NCl)Cl,1.2
928,[2H]C([2H])C(Cl)Cl,1.9
929,CNCCCCCCl,1.5
930,[2H]C([2H])([2H])CCSCC,2.1
931,CCCCC(C)C[CH2],4.3
932,CC=CSO,0.7
933,[2H]C([2H])([2H])[13C](C([2H])([2H])[2H])(C([2H])([2H])[2H])O,0.5
934,C(C(S)Br)N,0.5
935,CC(C)SNC,1.0
936,CCC(CF)P,1.2
937,C(=S)([S-])Cl,2.0
938,C[13CH2]OCC=C,1.1
939,C(CBr)C=N,0.5
940,CCN(CO)O,-0.4
941,C1=C[13CH]=[13CH]C=C1,2.1
942,CC[C@H](CO)CBr,1.5
943,C(CO)CSCl,0.9
944,C(CP=S)CI,2.4
945,COCSC,0.8
946,C(O)SPP,-0.4
947,C[I-]NN,-0.1
948,CSCCOCF,1.2
949,CC(CO)OCO,-0.8
950,CCNNCO,-0.7
951,CC[C@@H](C)CS,2.2
952,C(NCS)S,0.6
953,CNON(C)O,-0.4
954,CCPSC=C,1.2
955,[2H]N([2H])CC(N([2H])[2H])O,-2.2
956,C(CCN)CCS,0.6
957,CCPNPC,-0.1
958,C1=NP=CO1,-0.1
959,CI(C)CC=C,3.4
960,COCCCS,0.7
961,CCCC(C)[CH-]CC,4.3
962,CN(C)CCC[NH-],-0.3
963,C1[CH]CSN1,0.4
964,CCNNCCO,-0.8
965,[2H]C([2H])([2H])N(CC([2H])([2H])CN)C([2H])([2H])[2H],-0.3
966,CC(NC)SC,1.0
967,[2H]C([2H])(CN)CN(C)C,-0.3
968,CCCC(C)OF,2.3
969,C(C[13CH2]Br)[13CH2]Br,2.5
970,C[C@H]([C@H](C)Br)F,2.2
971,C(CF)OCOF,0.9
972,[CH-]1P[CH]P1,-0.4
973,C(=O)([NH3+])Cl,0.2
974,C([O-])(F)(F)F,1.9
975,CC(S)(S)S,1.5
976,C(CCCBr)CCO,1.7
977,CCCCC[CH]CCC,4.5
978,CC(=C)SC,1.7
979,C(C(N)Cl)N,-0.9
980,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])Cl,1.6
981,C(CBr)NN,-0.2
982,[2H]P([2H])C(C)I,1.1
983,CP(=S)C,1.1
984,C(NCS)N=N,0.9
985,C(=C\Cl)\Cl,1.9
986,CCSPOC,0.8
987,CN(C)CCNN,-0.9
988,C(CS)OCCl,1.1
989,CC[C@H](C)NP,1.0
990,CC(C(O)I)O,0.1
991,[2H]C([2H])([2H])C([2H])([2H])C([2H])(CO)C([2H])([2H])[2H],1.2
992,[2H]CSCC=C,1.5
993,CN(CN)CI,0.2
994,C(=C/[35Cl])\F,1.2
995,C=NSCS,2.3
996,CNCCCCBr,1.3
997,COOCCN,-0.8
998,CCOC[C@@H](C)Br,1.6
999,C[C@@H](CCO)SC,1.0
1000,CN(CCl)Cl,1.3
1001,CC(C)O[13CH](C)C,1.5
1002,CCCCOCC,2.0
1003,C1=NC=PC=P1,-2.0
1004,CC(C(O)Br)O,0.2
1005,C(/C=C/Br)Cl,1.8
1006,CCC(CBr)NC,1.5
1007,COSCO,-0.1
1008,C([N+](=O)[O-])I,0.8
1009,C(C(F)(F)F)[S],1.6
1010,CC1CCS1,1.4
1011,CC[C@H](CC[CH2-])O,1.7
1012,CC(O[O])Cl,0.7
1013,CCN/C=C\C,1.4
1014,CCOCOCCl,1.2
1015,C(=O)([O-])OCl,1.6
1016,C(P)(P)I,0.5
1017,COPP(C)C,-0.1
1018,CCNC(C)N,-0.3
1019,CSSCl,1.7
1020,C[CH-]CCCC[CH-]C,3.9
1021,C(C[I-]S)N,0.9
1022,C([C@@H](CO)F)N,-1.0
1023,C(OOOCF)F,1.1
1024,CCCCSCl,2.5
1025,CCNON(C)C,0.4
1026,C1OCPCO1,-0.3
1027,CNP(NC)NC,-0.8
1028,[2H]C([C@@H](CO)O)O,-1.8
1029,CCOCCCO,0.1
1030,CC(=N)Br,0.9
1031,CCC(C)C[CH]C,3.7
1032,CCNNOP,-0.2
1033,CCC[C-](CC)CC,4.3
1034,[CH2]C(CCN)N,-0.9
1035,C(/C=C\I)O,0.7
1036,[2H]C([2H])([2H])C([2H])([2H])C(CC)O,1.2
1037,C=C[C@@H](O)S,0.6
1038,C(=N)(F)Cl,1.4
1039,[13CH3]CI,2.1
1040,CI(C)S,2.3
1041,CCSCN(C)C,1.4
1042,C/C=C\CNC,0.7
1043,CC(C)COOC,1.5
1044,CC(CCCI)Br,3.4
1045,CC(CS)F,1.3
1046,C[C@@H](NNC)I,0.7
1047,CC(N)NNO,-1.3
1048,C[C@H](CCCS)O,1.0
1049,C([C@H](CO)N)N,-2.3
1050,[2H]P([2H])CI,0.7
1051,CCCCC=[CH+],3.4
1052,CNC=CNC,0.5
1053,CSCNCN,-0.3
1054,[2H]C(=N[3H])I,0.7
1055,COCCCNO,-0.5
1056,C[C@@H](C(C)N)N,-0.8
1057,C(CC=O)CO,-0.7
1058,C(OO)P,-0.6
1059,[2H]C1(C(C(N(C(C1([2H])[2H])([2H])[2H])[2H])([2H])[2H])([2H])[2H])[2H],0.8
1060,C(N(CO)Cl)O,-0.6
1061,CCN[C@@H](C)CO,-0.1
1062,[CH2+]CCCC[S-],2.3
1063,[2H]C(=C([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])[2H],3.4
1064,CCSP=S,1.9
1065,CCNNCCN,-1.0
1066,C(N)PCN,-1.8
1067,CC[C@@H](C)[N-]C,1.1
1068,CN(C)COC,0.2
1069,CCONC=O,0.0
1070,C[C@@H](COC)Cl,1.1
1071,CS[C+](Cl)Cl,2.3
1072,[CH]NC1CCC1,0.7
1073,CCSCC=O,0.8
1074,[14CH2](C([14CH2]O)O)O,-1.8
1075,CCCCSPI,2.5
1076,C1=C[PH+]=C[PH+]=C1,-2.1
1077,C1CSCC[CH-]1,1.7
1078,CC(C(S)S)S,1.7
1079,CCN[13CH2][13CH2]O,-0.5
1080,C(C(CCl)O)[18F],0.5
1081,CONCON,-1.0
1082,CCCCSSSS,3.1
1083,CNC(NC)NC,-0.8
1084,COC(C[NH3+])OC,-0.8
1085,CSCCCSSC,1.9
1086,[3H]CSCCOCCl,1.4
1087,CN(C)ON(C)C,0.5
1088,COCCCSI,1.9
1089,CP(CCl)CCl,1.3
1090,CSSO,0.4
1091,CC(C=C)I,2.4
1092,C(N)N(O)I,-0.7
1093,CS[S+](SC)SC,2.2
1094,C(C(CBr)I)Cl,2.6
1095,[2H]C(C)CCCCCCCC,5.0
1096,C(COI)O,0.2
1097,COCC(N)P,-1.0
1098,C(C[O-])CI,2.1
1099,[2H]C([2H])(C([2H])([2H])N(C)C)C([2H])([2H])O,-0.1
1100,CCC(F)I,2.3
1101,C(C(C[O-])O)O,-0.6
1102,C(/C=N\O)I,0.7
1103,[3H][P+]([3H])([3H])COC,-0.1
1104,C1CC(C1)CP,1.2
1105,CP(C)(C)(C)C,0.0
1106,CC[NH+]1CCC1,0.8
1107,CCCON=C,2.7
1108,CO[C](CN)O,-1.4
1109,C(CCBr)CBr,2.5
1110,[2H]C([2H])([2H])C([2H])([2H])NC([2H])([2H])C([2H])([2H])[2H],0.6
1111,C([13CH](CO)O)O,-1.8
1112,CC(C)CSSC,2.2
1113,CCC(CC)NO,1.2
1114,C[C@@H]([C@H](C)Br)Cl,2.4
1115,C(CPCl)N,-0.2
1116,CCC(C)NSC,1.6
1117,CSCCCOF,1.6
1118,C(P(CCl)Cl)Cl,2.1
1119,C(CI)S,1.6
1120,CN(C)CCCS,0.9
1121,CCO[C@H](C)CN,-0.1
1122,C(=P)P=S,0.1
1123,CNCCCNC,-0.3
1124,C(CCO)CN,-1.1
1125,CCCCCCCI,4.7
1126,CCOCCNC,0.0
1127,C[C@H](CCO)CF,1.0
1128,[2H]C([2H])(CCN)N(C)C,-0.3
1129,[2H]C([2H])([2H])C([2H])(C([2H])([2H])O[2H])O[2H],-0.9
1130,C(NCCl)Cl,1.2
1131,[2H]C1=CC=CS1,1.8
1132,C1CONCO1,-0.4
1133,C([C@@H](CO)N)N,-2.3
1134,CONNC=O,-0.6
1135,[2H]C(CCl)Cl,1.5
1136,CCN(C)CC[CH2],1.5
1137,CCOOSC,0.9
1138,C[C@@H](C=C)Cl,1.9
1139,C[P+](=O)Cl,0.2
1140,[2H]C([2H])(CBr)C([2H])([2H])C(C)Br,2.9
1141,CCCC(C)CF,2.8
1142,CCCCCCN[O-],1.6
1143,C(CCl)N[O-],-0.2
1144,C(OCl)I,1.6
1145,[2H]C(CCC)C=O,1.1
1146,[2H]C1=CC(=CN=C1[2H])[2H],0.7
1147,CC(CS)Cl,1.5
1148,CCO/C=C\C,1.4
1149,CNCCC=O,-0.8
1150,C=IOOOO,1.4
1151,[3H]P(C)I,0.8
1152,[2H]C(C)CBr,2.1
1153,C[P+](Br)(Br)Br,2.8
1154,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])CCCCC,3.9
1155,C(CBr)NCO,0.0
1156,C[C@H](S)SS,1.8
1157,C(C(CCl)O)Cl,0.8
1158,C[C@H](CC(C)Br)Br,3.0
1159,CC[C@H](C)CCI,3.9
1160,C1=CP=NN=P1,-0.9
1161,C=CCCC[NH],0.7
1162,C(=C/SS)\S,1.2
1163,CN(CI)CI,1.8
1164,CCCONNC,0.5
1165,C(COCS)O,-0.2
1166,C1CCN[NH2+]C1,0.0
1167,C1COPC1,0.1
1168,CCCC([CH2])[NH3+],1.0
1169,C(CP[S-])P[S-],0.6
1170,C(CS[35S]CCN)N,-1.0
1171,CCCCNNCC,1.2
1172,CCCNCC[NH],-0.3
1173,C(CCCBr)CCP,2.1
1174,CC(C)CCCP,1.9
1175,C(C(CS)S)O,0.2
1176,C=CCCCl,1.9
1177,CCP(S)S,1.3
1178,CCOCl,1.2
1179,[C](F)(F)I,1.8
1180,CCCCC([CH2])CC,4.3
1181,CCC(C)ONC,1.2
1182,C(O)(O)P,-1.2
1183,CCCCCON,1.1
1184,CNCCI,0.9
1185,CCNOCC,0.6
1186,C1=C[N+]=CC=N1,-0.2
1187,CCSOOO,0.4
1188,CCOCC=O,0.0
1189,C1CC(C1)CI,3.2
1190,C(O)OCSCS,0.6
1191,CC(CCF)CBr,2.5
1192,CN=COBr,1.3
1193,CC[C@@H](CCl)Br,2.5
1194,C(C(CCl)CCl)N,0.7
1195,[CH2+]CCC[S-],2.3
1196,C(F)(F)(S)I,2.0
1197,C(NS)N=S,1.4
1198,CC[CH]SS,1.8
1199,C(CSN)CI,1.2
1200,CC(=S)Cl,1.4
1201,C(O[O])Br,0.4
1202,C(CN)CCl,0.2
1203,[3H]OC(F)I,0.8
1204,CNCCCBr,0.9
1205,CCCO[C@@H](C)O,0.8
1206,CS/C=C/C[CH],2.0
1207,C(N)NNCON,-2.1
1208,CCC(C)SC,2.2
1209,C[C@@H](CNC)CO,-0.1
1210,[2H]C([2H])([2H])C([2H])([2H])C([2H])(C([2H])([2H])[2H])Br,2.3
1211,C(C(CO)Br)N,-0.6
1212,[2H]CC([2H])C(C)(C)C,3.0
1213,CP(CCl)O,0.1
1214,CN(C)CCl,1.0
1215,CN(C)CNO,-0.6
1216,C[C-](I)I,2.5
1217,CC(=[NH2+])Br,0.9
1218,[2H][13C]1=[13C]([13C](=[13C]([13C](=[13C]1[2H])[2H])[2H])[2H])[2H],2.1
1219,CC(C)S[CH2-],1.7
1220,[CH+](Br)Br,1.8
1221,CCCCCC(C)[CH2-],4.3
1222,[2H]C1COCCN1,-0.9
1223,[2H]C([2H])(CF)Cl,1.2
1224,CC[SH+]CC,1.9
1225,C1CS[CH]N1,0.3
1226,CCCI(Cl)Cl,3.8
1227,CSSSSCO,1.2
1228,C[CH]OC(C)O,0.3
1229,C(C[14CH2]N)C[14CH2]N,-0.6
1230,CC[C@H](C)CCl,2.5
1231,CC(C(C)[O-])N,0.6
1232,[2H]C(C=O)Br,0.5
1233,CCOSCl,1.7
1234,[2H]C([2H])([2H])SCC(C)C,2.2
1235,C/C=N\SC,0.4
1236,[C-](F)(F)Br,1.9
1237,C(OOOO)I,0.4
1238,[2H]C1C(C(C(C(N1)[2H])([2H])[2H])([2H])[2H])([2H])[2H],0.8
1239,C[C@H](N(C)C)O,0.1
1240,CCNC(Cl)Cl,1.6
1241,C[C@@H]([C@H](C)O)N,-0.5
1242,[2H]C1=CC=NN=C1,-0.7
1243,C(C(Cl)Cl)(N)Cl,1.4
1244,CCSSCCCl,1.9
1245,CC(COC)SC,1.2
1246,C[I-]CCS,2.3
1247,[2H]C([2H])([2H])C(C([2H])([2H])[2H])Br,1.8
1248,CCPOC,0.3
1249,C[C@H](C=C)I,2.4
1250,CNCC(N)S,-0.7
1251,C[S+](C)S,1.4
1252,C(C=PS)N,-1.4
1253,C(OOO)OOOO,-0.8
1254,C[C@@H]([C@@H](C)Cl)N,0.7
1255,C(CCl)C(F)Br,2.4
1256,CCCC[C@H](C)I,3.9
1257,CCCC(CBr)Cl,2.9
1258,CCC(CS)F,1.8
1259,[2H]C([13C@@H](CO)O)O,-1.8
1260,CCN=NCC,1.0
1261,C(N)N(CN)CO,-2.0
1262,CCSN=O,0.5
1263,C(CS)NO,-0.4
1264,C(C[NH3+])C(O)O,-1.6
1265,CCC(N)OF,0.7
1266,CCSP,0.7
1267,C(NC=O)Cl,0.2
1268,CC(C(F)Br)Br,2.7
1269,[2H]C([2H])([2H])C([2H])(C([2H])([2H])O)O,-0.9
1270,[3H]OC(C)CCO,-0.4
1271,CC(CNN)N,-1.5
1272,CCNC(C)S,0.9
1273,CN(C)C(O)Cl,0.4
1274,COC(O)Cl,0.2
1275,C(=C/S)\P,0.2
1276,CCN[PH2]=O,-0.5
1277,C=CNI,1.0
1278,C(N)P(O)O,-1.9
1279,[2H]C([2H])(C([2H])([2H])Br)Br,2.0
1280,[CH2]CCCCO,1.6
1281,[C](Br)(Br)I,2.7
1282,CP=PC,-0.4
1283,C(SBr)Cl,2.1
1284,CSC(O)S,0.7
1285,CCNCCCCS,1.2
1286,CCCC(CCC)S,3.1
1287,CC(C)C[NH2+][CH2-],1.1
1288,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])C([2H])([2H])N,1.0
1289,CCSPSCC,1.5
1290,CCCC(C)(C)C,3.6
1291,CSSSC,1.3
1292,CC(O)(O)S,-0.4
1293,C/C=C/SCl,2.0
1294,CC(C)SCCN,0.7
1295,CNN(C)NN,-1.0
1296,[3H]N(C)C(C)(C)C,0.8
1297,CNN(C)CCN,-0.9
1298,CC[Cl+]CCl,1.9
1299,[2H]P(=O)([O-])OC,-1.2
1300,CCCOCNCC,1.0
1301,CS[S+](SC)Cl,2.6
1302,CNCOOC,-0.2
1303,C(C1OO1)Cl,0.7
1304,C1=C[C-](C=C1)P,1.1
1305,CCCNSS,1.6
1306,CC[C@@H](CCI)I,4.1
1307,CC[C+](C)C(C)C,3.4
1308,C(CCN)CCP,0.0
1309,CCOCCNS,0.5
1310,CC(C(F)Cl)Cl,2.3
1311,C(O)P[I-]CS,0.6
1312,CC[I-]N[I-]C,3.0
1313,CCCCSSCl,2.9
1314,C(CCl)NCl,0.7
1315,CN=CI,0.8
1316,COC([CH2])CCF,1.2
1317,C=CCCCN,0.7
1318,C=CCNP,0.3
1319,[2H]C([2H])(CCOC)O,-0.2
1320,CCCCCC[NH-],2.1
1321,COP(CCl)OC,0.7
1322,C(CN)C(Br)Br,1.3
1323,C[C@@H](C(O)O)O,-1.9
1324,CCCCC(N)N,0.3
1325,CCCOCCC[CH2],2.9
1326,C1=CS[C+]=C1,1.8
1327,C(C[I-]I)O,1.5
1328,C(CPCl)PCl,1.2
1329,[2H]C(CCl)(CBr)Br,2.4
1330,C(C=N)SCO,-0.1
1331,CCC(NN)NN,-1.1
1332,CC(C(C)O)O,-0.9
1333,[2H]COP(C)OC,0.0
1334,CCN(F)F,0.8
1335,CC(NC)NN,-0.8
1336,[3H]CCC1CSC1,1.8
1337,CC(P)PCF,0.6
1338,[2H]OC[C@H](C)CC,1.2
1339,CC(C)OCCS,1.2
1340,C(CN(O)O)N,-1.7
1341,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])O,0.8
1342,C1=CN=NC=N1,-0.8
1343,COP(OBr)OBr,2.0
1344,C#C[131I],1.2
1345,C(N)(N=O)I,-0.5
1346,C1=CPP1,-0.4
1347,CCC(C)OCCl,2.1
1348,C(=S)NC=S,0.5
1349,CCCCSCCBr,2.9
1350,CPOCCCS,0.6
1351,C(CO)COO,-0.7
1352,C[C@H](CN)CNC,-0.3
1353,CONNNNN,-1.6
1354,COPPOC,-0.1
1355,C[C@@H](C(N)O)O,-1.5
1356,[3H]SOCCCC,1.8
1357,C([C@H](CBr)O)O,-0.3
1358,COSCC=O,0.0
1359,C[C@@H]([C@H](C)O)O,-0.9
1360,CCNCCCN,-0.4
1361,CN(C)P(C)Br,1.1
1362,CC(OCCl)Br,2.1
1363,C(CS)ONN,-0.6
1364,CC=CCCBr,2.3
1365,C(N)P(CN)CS,-1.4
1366,[3H]C(CCCCC)O,2.0
1367,CSOCC=C,1.2
1368,C(CCl)PCCCl,1.1
1369,C(O)P(O)OO,-1.6
1370,C(F)(F)(Br)Br,2.6
1371,C(CI)C(Cl)I,3.1
1372,CCCN(C)I,1.6
1373,CSCOCO,0.2
1374,C[S+](C)OO,0.4
1375,C(CBr)C(Cl)Cl,2.7
1376,CCC[C@H](O)Br,1.7
1377,CCCCCCCN,2.6
1378,C[CH]CCOC,1.7
1379,CCNSCSN,0.2
1380,[C@@H](Cl)(Br)I,2.5
1381,CCCP(CC)Cl,2.0
1382,CC[C@H](CCCl)P,1.8
1383,CN(C)CCN[NH3+],-0.9
1384,C[PH+](S)[S-],0.9
1385,C1CCO[CH]OC1,0.4
1386,[2H]C([2H])(CCC([2H])(C)Br)Br,2.9
1387,C(=O)(N)Br,0.3
1388,[2H]C([2H])([2H])S(=O)([2H])([2H])C,0.3
1389,C(CS)NON,-0.6
1390,C(NON)[I-]S,0.3
1391,C(CSO)N,-1.0
1392,CCCCOSC,1.8
1393,COSI(C)C,2.3
1394,C=CCCCO,1.0
1395,C([C@H](CCl)F)O,0.5
1396,COSCF,1.0
1397,CCCOC(C)[CH2],1.8
1398,CC(C)OCN,0.0
1399,CC=CCCl,1.7
1400,COP[I-]N,0.1
1401,C1CCPC1,0.4
1402,CSC(CN)O,-0.6
1403,C[C@@H](CO)CCl,0.9
1404,CN=NSC,0.9
1405,C(NF)OCF,0.2
1406,CCCCOCN,0.8
1407,CCOC(C)CO,0.2
1408,C[C@H](CO)NS,0.0
1409,C/C=C\CCS,1.9
1410,C[C@H](CCO)[NH3+],-0.6
1411,C(CON)NCl,-0.8
1412,[CH2-]C[CH]CCC[CH2+],4.4
1413,[3H]C(C)(C)C(C)C,3.4
1414,CCSCSSCC,2.4
1415,[CH+]=C(Cl)Cl,2.3
1416,CCCN(CC)Cl,1.9
1417,[C](F)(F)Br,1.9
1418,CC(CN)NP,-0.8
1419,C(CC(Cl)Cl)CO,1.6
1420,C(=N\OBr)\Br,2.4
1421,[2H]C(CCC)C([2H])([2H])Br,3.4
1422,CCCC(Cl)I,2.9
1423,CCCC(O)O,0.4
1424,C(O)OCOO,-1.0
1425,CCOCOCl,1.2
1426,C(O)OOCON,-1.3
1427,C(C(NO)O)Cl,-0.6
1428,CCCCCOCS,2.3
1429,C(CP)F,0.2
1430,[CH2+]CI,2.1
1431,CSSSSS,2.3
1432,CCOSP,0.8
1433,C(CO)C=S,-0.4
1434,C(OPO)OPO,-1.2
1435,CCOCCCCCl,2.1
1436,C(F)S(=O)[O-],-0.7
1437,CP(C)CCCN,-0.6
1438,C(C[OH+]CO)O,-1.2
1439,CCC(C)CNBr,1.9
1440,CC[C@H](C)SC,2.2
1441,CC[C@H](CCN)N,-0.3
1442,C(CBr)OI,1.7
1443,CC(C)(C)PF,1.4
1444,[2H]C([2H])(C)SOC,0.9
1445,CCN(C)Cl,1.0
1446,[C-]#CI,1.2
1447,C(CC(F)F)CI,3.1
1448,C1CSCCS1,1.3
1449,CCCN(CN)N,-0.4
1450,CC(C(O)O)N,-1.5
1451,CC=CCP,0.8
1452,CCSSC=C,1.8
1453,C([C@@H](O)I)O,-0.3
1454,[2H]C1CCC(C1)C,3.4
1455,[2H]C(=S(C([2H])([2H])[2H])O)[2H],1.8
1456,C1[C@H](O1)C[SH2+],0.2
1457,C(C(CO)N)N,-2.3
1458,CC(C)(C)NBr,1.2
1459,CP[I-]CO,0.2
1460,CCNI(N)N,-0.9
1461,CCCC[CH-]C,3.9
1462,[2H]CCCCCCN,2.1
1463,CCC(C)SCCl,2.9
1464,CC(CI)I,3.1
1465,CN(C)PP,0.0
1466,CCOONOO,-0.2
1467,C(=S)SS,1.3
1468,[2H]C([2H])([2H])SC([2H])([2H])Cl,1.6
1469,CCPC(C)P,0.5
1470,CC(C)CNO,0.6
1471,CCOCC(C)F,1.2
1472,CC(OO)Cl,0.7
1473,CCCCC[C+](C)C,4.3
1474,C[CH+]CCC[CH+]C[CH+]C,4.5
1475,CSCSSCSC,2.4
1476,C1=NN=CN=[NH+]1,-0.7
1477,C1CCO[14CH2]C1,0.9
1478,CN(C)OCN,-0.5
1479,C[C@H](C[C@@H](C)P)P,0.8
1480,[2H]C([2H])(C)CCCBr,3.4
1481,C1SCSCS1,2.2
1482,[3H]C(CO)N(C)C,-0.4
1483,C(OCS)F,0.9
1484,CC(OF)OF,1.5
1485,CCCOC[CH]C,2.0
1486,CCCC(C)CCC,4.3
1487,CCN[C@H](C)CI,1.7
1488,CCCPSF,1.8
1489,CCN(C)Br,1.1
1490,C(CO)[NH2+]CCO,-1.4
1491,CC(NO)Br,0.6
1492,CCN[C@@H](C)P,0.3
1493,CC[C@@H](CCl)N,0.8
1494,CCNCI,0.9
1495,CNNNNNNN,-2.1
1496,C1=NPP1,-0.4
1497,CC[P@](C)S,0.8
1498,C=C([35Cl])[35Cl],2.3
1499,[CH2-]C[C+]1CCC1,3.0
1500,CCNC(C)CBr,1.4
1501,CCC/C=C/[CH2],2.6
1502,CCCNPOC,0.6
1503,CCCONCC,1.1
1504,CC(CCCl)N,0.7
1505,C(CN)CBr,0.4
1506,CCSPCCl,1.4
1507,CC[C@@H](C)CF,2.3
